document,line,note,notevalue,syllable,accenttype,accent,juncture,member1,lex,wd,cg,ag,minorp1,minorp,majorp,ftype,metricalboundary,musicalsection,supplement,meter,propername,emphasis,initialrise,secondaryrise,soundsymbolism,note
25,2,G,2,mou,,,,,b,b,,,,,b,,,,,hexameter,,hyperbaton,,,,
25,2,cS,1,sOn,p,c,n,,m,m,,,,,m,,,,,hexameter,,hyperbaton,,,,
25,2,A,1,sOn,p,c,l,,e,e,,,,,m,,,,,hexameter,,hyperbaton,,,,
25,2,A,1,pro,,,,f,b,b,,,,,m,,,,,hexameter,,,,,,
25,2,A,1,ka,,,,f,m,m,,,,,m,,,,,hexameter,,,,,,
25,2,A,2,TA,,,,,m,m,,,,,m,,,,,hexameter,,,,,,
25,2,A,1,ge,p,a,,,m,m,,,,,m,,,,,hexameter,,,,,,
25,2,E,1,ti,,,l,,e,e,,,,,m,,,,,hexameter,,,,,,
25,2,F,2,terp,,,,,b,b,,,,,m,,,,,hexameter,,,,,,
25,2,G,2,nOn,p,c,p,,e,e,,,,,e,,p,,,hexameter,,,,,,
25,3,F,2,kai,P,g,fl,,s,,,b,,,b,proclitic,,,,hexameter,,,,,,
25,3,G,1,so,,,,,b,b,,m,,,m,,,,,hexameter,,,,,,
25,3,A,1,Pe,p,g,l,,e,e,,e,,,m,,,,,hexameter,,,,,,
25,3,BF,2,mus,,,,l,b,b,,,,,m,,,,,hexameter,,,,,,
25,3,c,1,to,,,c,l,m,m,,,,,m,,,,,hexameter,,,,,,
25,3,d,1,do,r,a,,,m,m,,,,,m,,,,,hexameter,,,,,,
25,3,c,2,tA,,,p,,e,e,,,,,m,,p,,,hexameter,,,,,,
25,4,c,2,lA,,,,,b,b,,,,,m,,,,,hexameter,,,,,,
25,4,d,2,tous,p,c,l,,e,e,,,,,m,,,,,hexameter,,,,,,
25,4,f,1,go,r,a,,,b,b,,,,,m,,,,,hexameter,,,,,,
25,4,e,1,ne,,,p,,e,e,,,,,e,,,,,hexameter,,,,,,
25,4,d,2,dE,r,a,,,b,b,,,,,b,,,,,hexameter,,,,,,
25,4,c,1,li,,,,,m,m,,,,,m,,,,,hexameter,,,,,,
25,4,BF,1,e,,,l,,e,e,,,,,m,,,,,hexameter,,,,,,
25,4,A,2,pai,,,,,b,b,,,,,m,,,,,hexameter,,,,,,
25,4,c,1,jAn,p,a,n,,m,m,,,,,m,,,,,hexameter,,,,,,
25,4,d,1,jAn,p,a,p,,e,e,,,,,e,,p,,,hexameter,,,,,,
25,5,c,2,eu,,,,,b,b,,,,,b,,,,,lekythion,,,,,,
25,5,d,1,me,,,,,m,m,,,,,m,,,,,lekythion,,,,,,
25,5,e,1,neis,p,c,n,,m,m,,,,,m,,,,,lekythion,,,,,,
25,5,c,1,neis,p,c,l,,e,e,,,,,m,,,,,lekythion,,,,,,
25,5,d,1,pa,r,a,,,b,b,b,,,,m,,,,,lekythion,,,,,,
25,5,G,2,res,,,,,m,m,m,,,,m,,,,,lekythion,,,,,,
25,5,A,1,te,?,a,lf,,e,e,m,,,,m,,,,,lekythion,,,,,,
25,5,A,3,moi,,,p,,s,,e,,,,e,enclitic,p,e,,lekythion,,,,,,
27,1,A,1,Ki,,,,l,b,b,,,,,b,,,b,,apokroton,,hyperbaton,,,,
27,1,A,1,o,,,,l,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,1,A,2,nob,,,c,l,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,1,A,1,le,,,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,1,d,1,Pa,r,a,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,1,A,2,rou,,,l,,e,e,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,1,BF,1,pa,r,a,,,b,b,,,,,m,,,,,apokroton,,,,,,
27,1,A,1,te,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
27,1,G,3,r A,,,,,b,b,,,,,m,,,,,apokroton,n,,,,,
27,1,A,2,ous,p,c,p,,e,e,,,,,e,,p,,,apokroton,n,,,,,
27,2,G,1,rho,,,,,b,b,,,,,b,,,,,apokroton,,prolepsis,,,,
27,2,c,1,do,r,a,,,m,m,,,,,m,,,,,apokroton,,prolepsis,,,,
27,2,c,2,es,,,,,m,m,,,,,m,,,,,apokroton,,prolepsis,,,,
27,2,c,1,sa,,,lf,,e,e,,,,,m,,,,,apokroton,,prolepsis,,,,
27,2,c,1,n ho,P,g,fl,,s,,,b,,,m,prepositive,,,,apokroton,,,,,,
27,2,d,2,s an,r,a,,,b,b,,m,,,m,,,,,apokroton,,,,,,
27,2,A,1,tu,,,,,m,m,,m,,,m,,,,,apokroton,,,,,,
27,2,G,1,ga,,,l,,e,e,,e,,,m,,,,,apokroton,,,,,,
27,2,c,1,pO,r,a,n,,b,b,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,2,d,2,pO,r,a,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,2,c,2,lOn,,,p,,e,e,,,,,e,,p,,,apokroton,,hyperbaton,,,,
27,3,c,2,ptA,,,,,b,b,,,,,b,,,,,apokroton,,hyperbaton,,,,
27,3,d,1,noi,p,c,n,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,3,c,1,noi,p,c,lf,,e,e,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,3,d,1,s hu,,,fl,,s,,,b,,,m,proclitic,,,,apokroton,,,,,,
27,3,d,1,p' i,r,a,,,b,b,,m,,,m,,,,,apokroton,,,,,,
27,3,BF,2,Knes,,,,,m,m,,m,,,m,,,,,apokroton,,,,,,
27,3,c,1,si,,,l,,e,e,,e,,,m,,,,,apokroton,,,,,,
27,3,d,1,di,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
27,3,e,3,O,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,3,e,2,keis,,,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
27,4,c,2,KrU,,,,,b,b,,,,,b,,,,,apokroton,,hyperbaton,,,,
27,4,e,1,sai,p,c,n,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,séai with synizesis
27,4,c,1,sai,p,c,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,séai with synizesis
27,4,e,1,si,,,l,,e,e,,,,,m,,,,,apokroton,,hyperbaton,,,,
27,4,d,1,n a,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
27,4,c,2,gal,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,4,,1,lo,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,4,d,1,me,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,4,c,2,nos,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
27,4,e,1,ko,r,a,,,b,b,,,,,m,,,,,apokroton,,,,,,
27,4,d,2,mais,,,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
27,5,c,1,pe,,,,,b,,,b,,b,b,proclitic,,,,apokroton,,,,,,
27,5,d,1,ri,p,g,fl,,e,,,m,,m,m,proclitic,,,,apokroton,,,,,,
27,5,e,2,nO,r,c,,,b,b,,m,,m,m,,,,,apokroton,,,,,,
27,5,d,1,to,,,l,,e,e,,e,,m,m,,,,,apokroton,,,,,,
27,5,c,1,n a,,,c,f,b,b,,,,m,m,,,,,apokroton,,,,,,
27,5,d,2,pei,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,5,BF,1,ri,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,5,G,1,to,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,5,A,2,n ou,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,5,BF,1,ra,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,5,BF,1,nou,p,c,n,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,5,A,1,nou,p,c,l,,e,e,,,,e,m,,p,,,apokroton,,,,,,
27,6,A,1,ak,,,n,,b,b,,,,b,m,,,,,apokroton,,,,,,
27,6,BF,1,ak,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,6,c,2,tI,p,c,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,6,A,1,na ,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,6,c,1,po,,,,l,b,b,,,,m,m,,,,,apokroton,,,,,,
27,6,c,2,lus,r,a,c,l,m,m,,,,m,m,,,,,apokroton,,,,,,
27,6,c,1,tro,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,6,c,1,Po,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,6,c,2,n am,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,6,d,1,ple,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,6,c,2,kOn,,,p,,e,e,,,,e,e,,p,,,apokroton,,,,,,
27,7,d,2,aig,r,a,,,b,b,,,,b,b,,,,,apokroton,,hyperbaton,,,,
27,7,c,2,lAs,,,l,,e,e,,,,m,m,,,,,apokroton,,hyperbaton,,,,
27,7,BF,1,po,,,,l,b,b,,,,m,m,,,,,apokroton,,,,,,
27,7,c,1,lu,,,c,l,m,m,,,,m,m,,,,,apokroton,,,,,,
27,7,d,2,der,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,7,e,1,ke,p,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,7,d,1,a,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,7,c,1,pA,r,a,n,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,7,BF,2,pA,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,7,BF,1,nAn,,,n,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,7,A,1,nAn,,,p,,e,e,,,,e,m,,p,,,apokroton,,,,,,
27,8,A,1,pe,,,,,b,,,b,,b,m,proclitic,,,,apokroton,,,,,,
27,8,BF,1,ri,p,g,fl,,e,,,m,,m,m,proclitic,,,,apokroton,,,,,,
27,8,c,2,gai,r,c,,,b,b,,m,,m,m,,,,,apokroton,,,,,,
27,8,c,1,ja,,,lf,,e,e,,e,,m,m,,,,,apokroton,,,,,,
27,8,c,1,n ha,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,8,A,2,pA,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,8,F,1,sa,,,fl,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,8,G,1,n he,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,8,c,3,lis,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,8,c,2,sOn,,,p,,e,e,,,,e,e,,p,,,apokroton,,,,,,
27,9,c,1,po,,,,,b,b,,b,,b,b,,,,,apokroton,,,,,,
27,9,d,1,ta,,,,,m,m,,m,,m,m,,,,,apokroton,,,,,,
27,9,e,2,moi,p,g,lf,,e,e,,m,,m,m,,,,,apokroton,,,,,,
27,9,e,1,de,P,g,f,,s,,,m,,m,m,postpositive,,,,apokroton,,,,,,
27,9,,1,se,P,a,,,b,,,m,,m,m,postpositive2,,,,apokroton,,,,,,
27,9,e,2,Ten,,,fl,,e,,,e,,m,m,postpositive2,,,,apokroton,,,,,,
27,9,e,1,pu,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,9,f,1,ro,p,g,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,9,d,2,s am,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,9,f,1,bro,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,9,e,2,tou,,,l,,e,e,,,,e,m,,p,,,apokroton,,,,,,
27,10,BF,2,tik,r,a,,,b,b,,,,b,m,,,,,apokroton,,,,,,
27,10,c,2,tou,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,10,d,1,si,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,10,e,1,n e,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,10,e,2,pE,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,10,d,1,ra,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,10,c,1,to,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,10,BF,2,n hA,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,10,,1,me,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,10,A,2,rAn,,,p,,e,e,,,,e,e,,p,,,apokroton,,,,,,
27,11,A,2,soi,P,g,f,,s,s,,b,,b,b,,,,,apokroton,,focus,,,,
27,11,G,2,men,P,g,fl,,s,,,e,,m,m,postpositive,,,,apokroton,,,,,,
27,11,A,1,Ko,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,11,BF,1,ro,p,g,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,11,c,2,s eu,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,11,c,1,di,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,11,c,1,o,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,11,BF,2,s as,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,11,BF,1,te,p,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,11,A,2,rOn,,,lf,,e,e,,,,e,m,,p,,,apokroton,,,,,,
27,12,c,1,ka,P,G,fl,,s,,,b,,b,m,proclitic,,,,apokroton,,,,,,
27,12,d,1,t' o,r,a,,,b,b,,m,,m,m,,,,,apokroton,n,,,,,
27,12,c,2,lum,,,,,m,m,,m,,m,m,,,,,apokroton,n,,,,,
27,12,c,1,po,,,l,,e,e,,e,,m,m,,,,,apokroton,n,,,,,
27,12,d,1,n a,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,12,BF,2,nak,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,12,c,1,ta,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,12,d,1,Ko,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,12,e,3,reu,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,12,e,2,wei,,,p,,e,e,,,,e,m,,p,,,apokroton,,,,,,major/minor phrase should end
27,13,e,1,a,r,a,,,b,b,,,,b,m,,,,,apokroton,,,,,,
27,13,e,1,ne,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,13,c,2,ton,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,13,e,1,me,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,13,e,1,lo,,,lf,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,13,c,2,s ai,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,phrasing?
27,13,e,1,je,p,g,fl,,e,e,,,,m,m,,,,,apokroton,,,,,,phrasing?
27,13,d,1,n a,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,13,f,3,ei,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,13,e,2,dOn,,,p,,e,e,,,,e,e,,p,,,apokroton,,,,,,
27,14,c,2,Poi,,,,,b,b,,,,,b,,,,,apokroton,n,hyperbaton,,,,
27,14,d,2,bE,,,,,m,m,,,,,m,,,,,apokroton,n,hyperbaton,,,,
27,14,e,1,i,p,a,,,m,m,,,,,m,,,,,apokroton,n,hyperbaton,,,,
27,14,e,1,di,,,l,,e,e,,,,,m,,,,,apokroton,n,hyperbaton,,,,
27,14,c,2,ter,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
27,14,d,1,po,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,14,BF,1,me,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,14,G,2,nos,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
27,14,e,1,lu,r,a,,,b,b,,,,,m,,,,,apokroton,,,,,,
27,14,e,2,rAi,,,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
27,15,A,1,glau,,,n,,b,b,,b,,b,b,,,,,apokroton,,hyperbaton,,,,
27,15,BF,1,glau,,,,,m,m,,m,,m,m,,,,,apokroton,,hyperbaton,,,,
27,15,c,2,kA,p,g,lf,,e,e,,m,,m,m,,,,,apokroton,,hyperbaton,,,,
27,15,c,1,de,P,g,f,,s,,,e,,m,m,postpositive,,,,apokroton,,,,,,
27,15,c,1,pa,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,15,A,2,roi,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,15,BF,1,Te,,,fl,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,15,c,1,se,,,,,b,b,,,,m,m,,,,,apokroton,n,,,,,
27,15,c,1,lA,r,a,n,,m,m,,,,m,m,,,,,apokroton,n,,,,,
27,15,d,2,lA,r,a,,,m,m,,,,m,m,,,,,apokroton,n,,,,,
27,15,c,2,nA,,,l,,e,e,,,,e,m,,p,,,apokroton,n,,,,,
27,16,d,1,Kro,r,a,,,b,b,,,,b,m,,,,,apokroton,,,,,,
27,16,c,1,no,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,16,d,2,n hO,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,16,c,1,ri,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,16,c,1,o,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,16,BF,2,n hA,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,16,c,1,ge,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,16,d,1,mo,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,16,e,3,neu,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,16,e,2,wei,,,l,,e,e,,,,e,e,,p,,,apokroton,,,,,,
27,17,c,1,leu,,,n,,b,b,,,,,b,,,,,apokroton,,hyperbaton,,,,phrasing
27,17,d,1,leu,,,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,phrasing
27,17,e,2,kO,p,c,lf,,e,e,,,,,m,,,,,apokroton,,hyperbaton,,,,phrasing
27,17,d,1,n hu,,,,,b,,,b,,,m,proclitic,,,,apokroton,,,,,,phrasing
27,17,c,1,po,p,g,fl,,e,,,m,,,m,proclitic,,,,apokroton,,,,,,phrasing
27,17,d,2,sur,r,a,,,b,b,,m,,,m,,,,,apokroton,,,,,,phrasing
27,17,G,1,ma,,,,,m,m,,m,,,m,,,,,apokroton,,,,,,phrasing
27,17,A,1,si,,,l,,e,e,,e,,,m,,,,,apokroton,,,,,,phrasing
27,17,BF,1,mos,r,a,n,,b,b,,,,,m,,,,,apokroton,,,,,,
27,17,c,1,mos,r,a,n,,m,m,,,,,m,,,,,apokroton,,,,,,
27,17,BF,1,mos,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
27,17,A,2,KOn,,,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
27,18,A,1,ga,r,a,,,b,b,,b,,b,b,,,,,apokroton,,,,,,phrasing
27,18,A,1,nu,,,,,m,m,,m,,m,m,,,,,apokroton,,,,,,phrasing
27,18,A,2,tai,,,lf,,e,e,,m,,m,m,,,,,apokroton,,,,,,phrasing
27,18,A,1,de,P,a,f,,s,,b,m,,m,m,postpositive,,,,apokroton,,,,,,phrasing
27,18,A,1,te,?,a,f,,s,,m,m,,m,m,enclitic,,,,apokroton,,,,,,phrasing
27,18,A,2,soi,,,fl,,s,,e,e,,m,m,enclitic2,,,,apokroton,,,,,,phrasing
27,18,BF,1,no,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,18,A,1,o,,,,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,18,BF,1,s eu,,,n,l,b,b,,,,m,m,,,,,apokroton,,,,,,
27,18,G,1,s eu,,,c,l,m,m,,,,m,m,,,,,apokroton,,,,,,
27,18,BF,1,me,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,18,c,2,nEs,p,g,l,,e,e,,,,e,m,,p,,,apokroton,,,,,,
27,19,c,1,po,,,,l,b,b,,,,b,m,,,,,apokroton,,,,,,
27,19,d,1,lu,,,c,l,m,m,,,,m,m,,,,,apokroton,,,,,,
27,19,e,2,ei,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,19,d,1,mo,,,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,19,c,1,na,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,19,d,2,kos,r,a,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,19,G,1,mo,,,l,,e,e,,,,m,m,,,,,apokroton,,,,,,
27,19,A,1,n he,,,,,b,b,,,,m,m,,,,,apokroton,,,,,,
27,19,BF,1,lis,r,a,n,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,19,c,1,lis,r,a,n,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,19,BF,1,lis,r,a,,,m,m,,,,m,m,,,,,apokroton,,,,,,
27,19,A,2,sOn,,,p,,e,e,,,,e,e,,p,e,,apokroton,,,,,,
28,1,d,1,ne,r,a,,,b,b,,,,,b,,,b,,apokroton,n,,,,,
28,1,c,1,me,,,,,m,m,,,,,m,,,,,apokroton,n,,,,,
28,1,c,2,si p,,,l,,e,e,,,,,m,,,,,apokroton,n,,,,,
28,1,c,1,te,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,1,d,1,ro,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,1,c,2,es,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,1,c,1,sa,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,1,d,1,bi,r,a,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,1,A,2,ou,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,1,BF,1,rho,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,1,c,2,pA,p,a,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
28,2,G,1,ku,,,,l,b,b,,,,,b,,,,,apokroton,,,,,,
28,2,c,1,a,,,c,l,m,m,,,,,m,,,,,apokroton,,,,,,
28,2,e,2,nO,p,c,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,2,e,1,pi,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,2,e,1,Te,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,2,e,2,A,p,a,p,,e,e,,,,,e,,,,,apokroton,,,,,,
28,2,f,1,Tu,r,a,,,b,b,,,,,b,,,,,apokroton,,,,,,
28,2,e,1,ga,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,2,d,2,ter,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,2,e,1,di,r,a,,,b,b,,,,,m,,,,,apokroton,n,,,,,
28,2,c,2,kAs,,,p,,e,e,,,,,e,,p,,,apokroton,n,,,,,
28,3,c,2,hA,P,g,fl,,s,,,b,,,b,prepositive,,,,apokroton,,,,,,
28,3,g,2,kou,r,c,,,b,b,,m,,,m,,,,,apokroton,,,,,,
28,3,g,1,Pa,,,l,,e,e,,e,,,m,,,,,apokroton,,,,,,
28,3,g,1,Pru,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,3,g,2,aG,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,3,f,1,ma,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,3,e,1,ta,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,3,f,3,TnA,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,3,g,2,tO,p,c,l,,e,e,,,,,m,,p,,,apokroton,,,,,,
28,4,g,1,n e,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,4,g,1,pe,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,4,c,2,Kei,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,4,d,1,s a,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,4,g,1,da,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,4,e,2,man,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,4,f,1,ti,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,4,d,1,Ka,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,4,c,3,lI,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,4,,1,nOi,p,c,n,,m,m,,,,,m,,,,,apokroton,,,,,,
28,4,e,1,nOi,p,c,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
28,5,c,2,eK,r,a,,,b,b,,b,,,b,,,,,apokroton,,,,,,
28,5,c,2,Tou,,,,,m,m,,m,,,m,,,,,apokroton,,,,,,
28,5,c,1,sa,,,lfl,,e,e,,e,,,m,,,,,apokroton,,,,,,
28,5,c,1,d' hu,r,a,,,b,b,,,,,m,elided postpositive,,,,apokroton,,,,,,
28,5,c,2,brin,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,weird syllabification of hy.brin.V
28,5,c,1,o,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,5,c,1,lo,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,5,c,2,An,p,g,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,5,A,1,bro,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,5,c,1,tOn,p,c,n,,m,m,,,,,m,,,,,apokroton,,,,,,
28,5,G,1,tOn,p,c,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
28,6,BF,1,me,r,a,,,b,b,,,,,b,,,,,apokroton,,,,,,
28,6,A,1,la,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,6,G,2,na P,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,6,BF,1,To,r,a,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,6,BF,1,no,,,lf,,e,e,,,,,m,,,,,apokroton,,,,,,
28,6,,2,n ek,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,6,,1,to,p,g,fl,,e,e,,,,,m,,,,,apokroton,,,,,,
28,6,,1,s e,,,,,b,b,,,,,m,,,,,apokroton,,,,,,
28,6,,3,lau,r,a,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,6,,2,neis,,,p,,e,e,,,,,e,,p,,,apokroton,,,,,,
28,7,F,1,hu,,,,,b,,,b,,,b,proclitic,,,,apokroton,,,,,,
28,7,G,1,po,p,g,f,,e,,,m,,,m,proclitic,,,,apokroton,,,,,,
28,7,A,2,son,P,g,fl,,s,,,m,,,m,prepositive,,,,apokroton,,,,,,
28,7,G,1,tro,,,,,b,b,,m,,,m,,,,,apokroton,,,,,,
28,7,,1,Ko,p,g,l,,e,e,,e,,,m,,,,,apokroton,,,,,,
28,7,d,2,n as,r,a,c,f,b,b,,,,,m,,,,,apokroton,,,,,,
28,7,A,1,ta,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,7,G,1,to,,,l,,e,e,,,,,m,,,,,apokroton,,,,,,
28,7,BF,2,n as,,,c,f,b,b,,,,,m,,,,,apokroton,,,,,,
28,7,c,1,ti,,,,,m,m,,,,,m,,,,,apokroton,,,,,,
28,7,d,2,bE,p,c,l,,e,e,,,,,m,,p,,,apokroton,,,,,,
28,8,e,1,Ka,,,,,b,b,,,,,m,,,,,apokroton,,hyperbaton,,,,
28,8,f,1,ro,,,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
28,8,g,2,pA,p,g,l,,e,e,,,,,m,,,,,apokroton,,hyperbaton,,,,
28,8,e,1,me,,,,,b,b,,,,,m,,,,,apokroton,,hyperbaton,,,,
28,8,,1,ro,r,a,,,m,m,,,,,m,,,,,apokroton,,hyperbaton,,,,
